"","state.county","date","cases","deaths","per100k","days_since_case100","days_since_death10"
"785","Indiana-White",2020-07-10,268,10,1111.94091776616,67,27
"786","Indiana-Whitley",2020-07-10,104,5,306.206571664115,1,0
"787","Iowa-Adair",2020-07-10,17,0,237.695749440716,0,0
"788","Iowa-Adams",2020-07-10,8,0,222.098833981122,0,0
"789","Iowa-Allamakee",2020-07-10,138,4,1008.25600935194,64,0
"790","Iowa-Appanoose",2020-07-10,21,3,169.000482858522,0,0
"791","Iowa-Audubon",2020-07-10,16,1,291.120815138282,0,0
"792","Iowa-Benton",2020-07-10,75,1,292.454669526223,0,0
"793","Iowa-Black Hawk",2020-07-10,2465,59,1878.41009540647,86,75
"794","Iowa-Boone",2020-07-10,164,1,625.142944270794,27,0
"795","Iowa-Bremer",2020-07-10,106,7,422.951081318331,2,0
"796","Iowa-Buchanan",2020-07-10,62,1,292.798110979929,0,0
"797","Iowa-Buena Vista",2020-07-10,1733,11,8832.82364933741,55,25
"798","Iowa-Butler",2020-07-10,64,2,443.243991966203,0,0
"799","Iowa-Calhoun",2020-07-10,61,2,630.947455523376,0,0
"800","Iowa-Carroll",2020-07-10,110,1,545.499628068435,3,0
"801","Iowa-Cass",2020-07-10,27,0,210.345902150203,0,0
"802","Iowa-Cedar",2020-07-10,95,1,510.012347667365,0,0
"803","Iowa-Cerro Gordo",2020-07-10,271,1,638.398115429918,10,0
"804","Iowa-Cherokee",2020-07-10,82,1,729.862038273253,0,0
"805","Iowa-Chickasaw",2020-07-10,29,0,243.023548143803,0,0
"806","Iowa-Clarke",2020-07-10,143,3,1522.08621607238,22,0
"807","Iowa-Clay",2020-07-10,148,1,924.075924075924,22,0
"808","Iowa-Clayton",2020-07-10,48,3,273.519858681406,0,0
"809","Iowa-Clinton",2020-07-10,130,1,279.997415408473,9,0
"810","Iowa-Crawford",2020-07-10,679,3,4036.86087990488,66,0
"811","Iowa-Dallas",2020-07-10,1366,31,1461.69732378843,77,57
"812","Iowa-Davis",2020-07-10,42,1,466.666666666667,0,0
"813","Iowa-Decatur",2020-07-10,13,0,165.184243964422,0,0
"814","Iowa-Delaware",2020-07-10,56,1,329.198753747575,0,0
"815","Iowa-Des Moines",2020-07-10,100,2,256.627402674058,1,0
"816","Iowa-Dickinson",2020-07-10,295,3,1709.35218449415,30,0
"817","Iowa-Dubuque",2020-07-10,920,23,945.422408566349,72,58
"818","Iowa-Emmet",2020-07-10,95,0,1031.71155516942,0,0
"819","Iowa-Fayette",2020-07-10,56,0,284.98727735369,0,0
"820","Iowa-Floyd",2020-07-10,76,2,485.871371947321,0,0
"821","Iowa-Franklin",2020-07-10,104,0,1032.77060575968,1,0
"822","Iowa-Fremont",2020-07-10,10,0,143.67816091954,0,0
"823","Iowa-Greene",2020-07-10,30,0,337.533753375338,0,0
"824","Iowa-Grundy",2020-07-10,47,0,384.238064094179,0,0
"825","Iowa-Guthrie",2020-07-10,73,4,682.945083730938,0,0
"826","Iowa-Hamilton",2020-07-10,199,1,1347.05205442361,31,0
"827","Iowa-Hancock",2020-07-10,58,1,545.625587958608,0,0
"828","Iowa-Hardin",2020-07-10,89,0,528.315327080613,0,0
"829","Iowa-Harrison",2020-07-10,58,0,412.840771585166,0,0
"830","Iowa-Henry",2020-07-10,93,3,466.071965520698,0,0
"831","Iowa-Howard",2020-07-10,37,0,404.018344616729,0,0
"832","Iowa-Humboldt",2020-07-10,59,1,617.283950617284,0,0
"833","Iowa-Ida",2020-07-10,23,0,335.276967930029,0,0
"834","Iowa-Iowa",2020-07-10,61,1,376.915472071181,0,0
"835","Iowa-Jackson",2020-07-10,56,0,288.080662585524,0,0
"836","Iowa-Jasper",2020-07-10,337,17,906.2794137421,74,59
"837","Iowa-Jefferson",2020-07-10,62,0,338.890407215086,0,0
"838","Iowa-Johnson",2020-07-10,1406,8,930.263332010057,97,0
"839","Iowa-Jones",2020-07-10,69,0,333.639572554519,0,0
"840","Iowa-Keokuk",2020-07-10,23,1,224.477845012688,0,0
"841","Iowa-Kossuth",2020-07-10,42,0,283.534733004793,0,0
"842","Iowa-Lee",2020-07-10,54,2,160.442107139674,0,0
"843","Iowa-Linn",2020-07-10,1368,83,603.4246998315,100,92
"844","Iowa-Louisa",2020-07-10,365,13,3307.65745355686,88,45
"845","Iowa-Lucas",2020-07-10,34,4,395.348837209302,0,0
"846","Iowa-Lyon",2020-07-10,52,0,442.364951084645,0,0
"847","Iowa-Madison",2020-07-10,53,2,324.397111029502,0,0
"848","Iowa-Mahaska",2020-07-10,119,17,538.583389907219,34,42
"849","Iowa-Marion",2020-07-10,77,0,231.558054912339,0,0
"850","Iowa-Marshall",2020-07-10,1080,19,2743.27516573954,83,50
"851","Iowa-Mills",2020-07-10,47,0,311.072870474552,0,0
"852","Iowa-Mitchell",2020-07-10,44,0,415.643302474967,0,0
"853","Iowa-Monona",2020-07-10,78,0,905.397562391178,0,0
"854","Iowa-Monroe",2020-07-10,51,7,661.736084079408,0,0
"855","Iowa-Montgomery",2020-07-10,11,2,110.920641322981,0,0
"856","Iowa-Muscatine",2020-07-10,685,45,1605.56909806863,89,72
"857","Iowa-O'Brien",2020-07-10,93,1,676.216098305824,0,0
"858","Iowa-Osceola",2020-07-10,67,0,1124.53843571668,0,0
"859","Iowa-Page",2020-07-10,20,0,132.388958760839,0,0
"860","Iowa-Palo Alto",2020-07-10,48,0,540.175557056043,0,0
"861","Iowa-Plymouth",2020-07-10,345,5,1370.29828812011,50,0
"862","Iowa-Pocahontas",2020-07-10,107,1,1616.55839250642,3,0
"863","Iowa-Polk",2020-07-10,7212,184,1471.35329004144,99,86
"864","Iowa-Pottawattamie",2020-07-10,807,12,865.824088577989,59,38
"865","Iowa-Poweshiek",2020-07-10,110,8,594.466061392131,16,0
"866","Iowa-Ringgold",2020-07-10,15,1,306.497752349816,0,0
"867","Iowa-Sac",2020-07-10,65,0,668.655488118506,0,0
"868","Iowa-Scott",2020-07-10,1004,10,580.538096367011,91,45
"869","Iowa-Shelby",2020-07-10,120,0,1047.66893661603,15,0
"870","Iowa-Sioux",2020-07-10,499,0,1431.64538803615,60,0
"871","Iowa-Story",2020-07-10,854,5,879.351709793342,44,0
"872","Iowa-Tama",2020-07-10,483,29,2865.78853684585,89,67
"873","Iowa-Taylor",2020-07-10,81,0,1323.31318412024,0,0
"874","Iowa-Union",2020-07-10,38,0,310.432154235765,0,0
"875","Iowa-Unknown",2020-07-10,28,0,0.887460500083992,0,0
"876","Iowa-Van Buren",2020-07-10,21,0,298.126064735945,0,0
"877","Iowa-Wapello",2020-07-10,714,31,2041.80845892076,67,41
"878","Iowa-Warren",2020-07-10,312,1,606.22546924183,48,0
"879","Iowa-Washington",2020-07-10,249,9,1133.62167083997,87,0
"880","Iowa-Wayne",2020-07-10,11,0,170.780934637479,0,0
"881","Iowa-Webster",2020-07-10,349,5,972.036541889483,25,0
"882","Iowa-Winnebago",2020-07-10,33,0,318.717403901874,0,0
"883","Iowa-Winneshiek",2020-07-10,45,0,225.101295583012,0,0
"884","Iowa-Woodbury",2020-07-10,3318,44,3218.01623556112,80,60
"885","Iowa-Worth",2020-07-10,22,0,298.06259314456,0,0
"886","Iowa-Wright",2020-07-10,397,1,3160.32478904633,48,0
"887","Kansas-Allen",2020-07-10,6,0,48.5083676934271,0,0
"888","Kansas-Anderson",2020-07-10,8,0,101.807075591754,0,0
"889","Kansas-Atchison",2020-07-10,42,0,261.307783238972,0,0
"890","Kansas-Barber",2020-07-10,2,0,45.1773209848656,0,0
"891","Kansas-Barton",2020-07-10,63,2,244.384964505993,0,0
"892","Kansas-Bourbon",2020-07-10,39,1,268.336314847943,0,0
"893","Kansas-Brown",2020-07-10,19,0,198.661647846089,0,0
"894","Kansas-Butler",2020-07-10,92,0,137.496076878241,0,0
"895","Kansas-Chase",2020-07-10,5,0,188.821752265861,0,0
"896","Kansas-Chautauqua",2020-07-10,5,0,153.846153846154,0,0
"897","Kansas-Cherokee",2020-07-10,47,1,235.718942775465,0,0
"898","Kansas-Cheyenne",2020-07-10,2,0,75.2728641324802,0,0
"899","Kansas-Clark",2020-07-10,34,1,1705.11534603811,0,0
"900","Kansas-Clay",2020-07-10,10,2,124.968757810547,0,0
"901","Kansas-Cloud",2020-07-10,26,0,295.925335761439,0,0
"902","Kansas-Coffey",2020-07-10,53,8,648.000978114684,0,0
"903","Kansas-Comanche",2020-07-10,3,0,176.470588235294,0,0
"904","Kansas-Cowley",2020-07-10,79,1,226.309155494443,0,0
"905","Kansas-Crawford",2020-07-10,301,1,775.413467978773,24,0
"906","Kansas-Dickinson",2020-07-10,15,1,81.2303693274125,0,0
"907","Kansas-Doniphan",2020-07-10,27,0,355.263157894737,0,0
"908","Kansas-Douglas",2020-07-10,415,0,339.443312966735,19,0
"909","Kansas-Edwards",2020-07-10,8,0,285.918513223731,0,0
"910","Kansas-Elk",2020-07-10,1,0,39.5256916996047,0,0
"911","Kansas-Ellis",2020-07-10,44,0,154.0993941092,0,0
"912","Kansas-Ellsworth",2020-07-10,11,0,180.268764339561,0,0
"913","Kansas-Finney",2020-07-10,1604,10,4398.49727150574,78,39
"914","Kansas-Ford",2020-07-10,2028,10,6032.3031619025,84,39
"915","Kansas-Franklin",2020-07-10,90,1,352.333228938303,0,0
"916","Kansas-Geary",2020-07-10,115,1,363.119671613514,3,0
"917","Kansas-Gove",2020-07-10,2,0,75.8725341426404,0,0
"918","Kansas-Graham",2020-07-10,6,0,241.74053182917,0,0
"919","Kansas-Grant",2020-07-10,61,2,853.146853146853,0,0
"920","Kansas-Gray",2020-07-10,30,0,501.002004008016,0,0
"921","Kansas-Greenwood",2020-07-10,11,0,183.884988298228,0,0
"922","Kansas-Hamilton",2020-07-10,35,0,1378.49547065774,0,0
"923","Kansas-Harper",2020-07-10,2,0,36.7917586460633,0,0
"924","Kansas-Harvey",2020-07-10,66,2,191.698858520433,0,0
"925","Kansas-Haskell",2020-07-10,34,0,856.854838709677,0,0
"926","Kansas-Hodgeman",2020-07-10,9,0,501.672240802676,0,0
"927","Kansas-Jackson",2020-07-10,117,1,888.315238022929,41,0
"928","Kansas-Jefferson",2020-07-10,37,0,194.297117050885,0,0
"929","Kansas-Jewell",2020-07-10,4,0,138.937130948246,0,0
"930","Kansas-Johnson",2020-07-10,2804,92,465.470674849477,104,95
"931","Kansas-Kearny",2020-07-10,48,1,1250.65138092757,0,0
"932","Kansas-Kingman",2020-07-10,4,0,55.9284116331096,0,0
"933","Kansas-Kiowa",2020-07-10,3,0,121.212121212121,0,0
"934","Kansas-Labette",2020-07-10,66,0,336.425731471098,0,0
"935","Kansas-Lane",2020-07-10,5,0,325.732899022801,0,0
"936","Kansas-Leavenworth",2020-07-10,1232,7,1506.88617627633,86,0
"937","Kansas-Lincoln",2020-07-10,1,0,33.7609723160027,0,0
"938","Kansas-Linn",2020-07-10,17,0,175.203545295269,0,0
"939","Kansas-Logan",2020-07-10,1,0,35.7909806728704,0,0
"940","Kansas-Lyon",2020-07-10,523,7,1575.53848471155,81,0
"941","Kansas-Marion",2020-07-10,22,1,185.122854257826,0,0
"942","Kansas-Marshall",2020-07-10,2,0,20.6036880601628,0,0
"943","Kansas-McPherson",2020-07-10,92,0,322.332001962021,0,0
"944","Kansas-Meade",2020-07-10,32,0,793.454004463179,0,0
"945","Kansas-Miami",2020-07-10,57,0,166.486549639279,0,0
"946","Kansas-Mitchell",2020-07-10,11,0,183.977253721358,0,0
"947","Kansas-Montgomery",2020-07-10,58,3,182.223758207924,0,0
"948","Kansas-Morris",2020-07-10,5,0,88.9679715302491,0,0
"949","Kansas-Morton",2020-07-10,7,2,270.583687669115,0,0
"950","Kansas-Nemaha",2020-07-10,31,0,303.000684195093,0,0
"951","Kansas-Neosho",2020-07-10,39,0,243.643406009871,0,0
"952","Kansas-Ness",2020-07-10,4,0,145.454545454545,0,0
"953","Kansas-Norton",2020-07-10,13,0,242.492072374557,0,0
"954","Kansas-Osage",2020-07-10,28,0,175.559596212929,0,0
"955","Kansas-Osborne",2020-07-10,3,0,87.6936568254896,0,0
"956","Kansas-Ottawa",2020-07-10,15,0,262.973352033661,0,0
"957","Kansas-Pawnee",2020-07-10,5,0,77.9544745868413,0,0
"958","Kansas-Phillips",2020-07-10,28,0,534.963698891861,0,0
"959","Kansas-Pottawatomie",2020-07-10,89,0,365.008407497027,0,0
"960","Kansas-Pratt",2020-07-10,13,0,141.859450021825,0,0
"961","Kansas-Reno",2020-07-10,121,0,195.167586051163,3,0
"962","Kansas-Republic",2020-07-10,12,0,258.843830888697,0,0
"963","Kansas-Rice",2020-07-10,7,0,73.3983432945371,0,0
"964","Kansas-Riley",2020-07-10,337,3,453.982110141179,22,0
"965","Kansas-Rooks",2020-07-10,9,0,182.926829268293,0,0
"966","Kansas-Rush",2020-07-10,3,0,98.8142292490119,0,0
"967","Kansas-Russell",2020-07-10,1,0,14.585764294049,0,0
"968","Kansas-Saline",2020-07-10,215,2,396.503393331366,12,0
"969","Kansas-Scott",2020-07-10,17,0,352.477710968277,0,0
"970","Kansas-Sedgwick",2020-07-10,2074,28,401.905271276369,97,71
"971","Kansas-Seward",2020-07-10,1082,2,5049.46798581295,80,0
"972","Kansas-Shawnee",2020-07-10,964,13,545.017667844523,78,12
"973","Kansas-Sheridan",2020-07-10,6,0,238.000793335978,0,0
"974","Kansas-Sherman",2020-07-10,7,0,118.303194186243,0,0
"975","Kansas-Smith",2020-07-10,3,0,83.7287189506001,0,0
"976","Kansas-Stafford",2020-07-10,1,0,24.0615976900866,0,0
"977","Kansas-Stanton",2020-07-10,12,0,598.205383848455,0,0
"978","Kansas-Stevens",2020-07-10,34,0,619.872379216044,0,0
"979","Kansas-Sumner",2020-07-10,26,1,113.855316167455,0,0
"980","Kansas-Thomas",2020-07-10,17,0,218.593287900219,0,0
"981","Kansas-Trego",2020-07-10,2,0,71.3521227256511,0,0
"982","Kansas-Wabaunsee",2020-07-10,38,0,548.261434136488,0,0
"983","Kansas-Washington",2020-07-10,1,0,18.4979652238254,0,0
"984","Kansas-Wilson",2020-07-10,4,0,46.9208211143695,0,0
"985","Kansas-Woodson",2020-07-10,10,0,318.674314850223,0,0
"986","Kansas-Wyandotte",2020-07-10,2930,87,1771.15257905204,100,95
"987","Kentucky-Adair",2020-07-10,149,19,775.960837412769,33,74
"988","Kentucky-Allen",2020-07-10,186,7,872.624912033779,37,0
"989","Kentucky-Anderson",2020-07-10,30,1,131.885523365719,0,0
"990","Kentucky-Ballard",2020-07-10,16,0,202.839756592292,0,0
"991","Kentucky-Barren",2020-07-10,116,2,262.152817012814,3,0
"992","Kentucky-Bath",2020-07-10,18,1,144,0,0
"993","Kentucky-Bell",2020-07-10,74,0,284.265519360787,0,0
"994","Kentucky-Boone",2020-07-10,694,23,519.534963804733,77,54
"995","Kentucky-Bourbon",2020-07-10,40,1,202.142712755205,0,0
"996","Kentucky-Boyd",2020-07-10,78,3,166.959202020634,0,0
"997","Kentucky-Boyle",2020-07-10,43,0,143.047238855622,0,0
"998","Kentucky-Bracken",2020-07-10,19,0,228.83295194508,0,0
"999","Kentucky-Breathitt",2020-07-10,15,0,118.764845605701,0,0
"1000","Kentucky-Breckinridge",2020-07-10,29,2,141.622307955267,0,0
"1001","Kentucky-Bullitt",2020-07-10,169,4,206.915128066996,52,0
"1002","Kentucky-Butler",2020-07-10,264,14,2049.84859072909,77,43
"1003","Kentucky-Caldwell",2020-07-10,31,0,243.194477131874,0,0
"1004","Kentucky-Calloway",2020-07-10,108,1,276.915976513423,2,0
"1005","Kentucky-Campbell",2020-07-10,314,13,335.527440588135,67,58
"1006","Kentucky-Carlisle",2020-07-10,10,1,210.084033613445,0,0
"1007","Kentucky-Carroll",2020-07-10,69,1,649.045245038096,0,0
"1008","Kentucky-Carter",2020-07-10,37,0,138.075157666903,0,0
"1009","Kentucky-Casey",2020-07-10,84,1,519.834148152732,0,0
"1010","Kentucky-Christian",2020-07-10,298,4,422.928996182285,50,0
"1011","Kentucky-Clark",2020-07-10,105,6,289.551333314949,5,0
"1012","Kentucky-Clay",2020-07-10,81,4,407.014722878247,0,0
"1013","Kentucky-Clinton",2020-07-10,8,0,78.2932080642004,0,0
"1014","Kentucky-Crittenden",2020-07-10,11,1,124.914830797184,0,0
"1015","Kentucky-Cumberland",2020-07-10,8,0,120.955548835803,0,0
"1016","Kentucky-Daviess",2020-07-10,493,8,485.661652431756,87,0
"1017","Kentucky-Edmonson",2020-07-10,84,12,691.358024691358,0,38
"1018","Kentucky-Elliott",2020-07-10,3,0,39.9095383796727,0,0
"1019","Kentucky-Estill",2020-07-10,5,0,35.4459095420388,0,0
"1020","Kentucky-Fayette",2020-07-10,1922,33,594.766549487548,102,62
"1021","Kentucky-Fleming",2020-07-10,26,0,178.314244564845,0,0
"1022","Kentucky-Floyd",2020-07-10,39,0,109.584422152912,0,0
"1023","Kentucky-Franklin",2020-07-10,159,4,311.81973289404,24,0
"1024","Kentucky-Fulton",2020-07-10,26,1,435.583849891104,0,0
"1025","Kentucky-Gallatin",2020-07-10,67,8,755.440297666028,0,0
"1026","Kentucky-Garrard",2020-07-10,37,0,209.441865730782,0,0
"1027","Kentucky-Grant",2020-07-10,64,5,255.295384738123,0,0
"1028","Kentucky-Graves",2020-07-10,270,21,724.521011109322,77,78
"1029","Kentucky-Grayson",2020-07-10,146,11,552.465281719454,58,37
"1030","Kentucky-Green",2020-07-10,11,1,100.539256009506,0,0
"1031","Kentucky-Greenup",2020-07-10,40,0,113.966607783919,0,0
"1032","Kentucky-Hancock",2020-07-10,25,0,286.631506535198,0,0
"1033","Kentucky-Hardin",2020-07-10,246,6,221.705510193046,43,0
"1034","Kentucky-Harlan",2020-07-10,35,2,134.563629373318,0,0
"1035","Kentucky-Harrison",2020-07-10,81,0,428.889124218998,0,0
"1036","Kentucky-Hart",2020-07-10,50,0,262.67402153927,0,0
"1037","Kentucky-Henderson",2020-07-10,194,4,429.108604291086,51,0
"1038","Kentucky-Henry",2020-07-10,43,2,266.650130224482,0,0
"1039","Kentucky-Hickman",2020-07-10,7,0,159.817351598174,0,0
"1040","Kentucky-Hopkins",2020-07-10,298,35,666.875531486372,87,87
"1041","Kentucky-Jackson",2020-07-10,115,14,862.78040363118,15,67
"1042","Kentucky-Jefferson",2020-07-10,4458,222,581.409755633141,104,100
"1043","Kentucky-Jessamine",2020-07-10,137,0,253.164556962025,18,0
"1044","Kentucky-Johnson",2020-07-10,11,0,49.5763475752659,0,0
"1045","Kentucky-Kenton",2020-07-10,864,38,517.371465526533,88,88
"1046","Kentucky-Knott",2020-07-10,15,0,101.310279616372,0,0
"1047","Kentucky-Knox",2020-07-10,92,5,295.392518863381,0,0
"1048","Kentucky-Larue",2020-07-10,20,1,138.908181691902,0,0
"1049","Kentucky-Laurel",2020-07-10,177,3,291.056188643875,11,0
"1050","Kentucky-Lawrence",2020-07-10,11,0,71.8156296924985,0,0
"1051","Kentucky-Lee",2020-07-10,1,0,13.5080372821829,0,0
"1052","Kentucky-Leslie",2020-07-10,11,0,111.369849144477,0,0
"1053","Kentucky-Letcher",2020-07-10,19,0,88.1547812369508,0,0
"1054","Kentucky-Lewis",2020-07-10,22,0,165.725047080979,0,0
"1055","Kentucky-Lincoln",2020-07-10,48,1,195.527312721496,0,0
"1056","Kentucky-Livingston",2020-07-10,14,0,152.273221666304,0,0
"1057","Kentucky-Logan",2020-07-10,249,17,918.751383661722,52,24
"1058","Kentucky-Lyon",2020-07-10,21,3,255.7856272838,0,0
"1059","Kentucky-Madison",2020-07-10,178,1,191.424607740867,18,0
"1060","Kentucky-Magoffin",2020-07-10,7,0,57.5610558342242,0,0
"1061","Kentucky-Marion",2020-07-10,63,0,326.882166761791,0,0
"1062","Kentucky-Marshall",2020-07-10,68,2,218.649517684887,0,0
"1063","Kentucky-Martin",2020-07-10,12,0,107.190710138455,0,0
"1064","Kentucky-Mason",2020-07-10,39,1,228.471001757469,0,0
"1065","Kentucky-McCracken",2020-07-10,192,3,293.497202604788,37,0
"1066","Kentucky-McCreary",2020-07-10,18,0,104.462886657768,0,0
"1067","Kentucky-McLean",2020-07-10,27,0,293.255131964809,0,0
"1068","Kentucky-Meade",2020-07-10,37,2,129.497410051799,0,0
"1069","Kentucky-Menifee",2020-07-10,13,0,200.339035290492,0,0
"1070","Kentucky-Mercer",2020-07-10,29,0,132.22085442028,0,0
"1071","Kentucky-Metcalfe",2020-07-10,15,2,148.942508191838,0,0
"1072","Kentucky-Monroe",2020-07-10,44,2,413.145539906103,0,0
"1073","Kentucky-Montgomery",2020-07-10,63,0,223.745427424797,0,0
"1074","Kentucky-Morgan",2020-07-10,12,0,90.1645503043054,0,0
"1075","Kentucky-Muhlenberg",2020-07-10,558,8,1822.21931944354,76,0
"1076","Kentucky-Nelson",2020-07-10,109,2,235.762334263405,2,0
"1077","Kentucky-Nicholas",2020-07-10,13,0,178.841656348879,0,0
"1078","Kentucky-Ohio",2020-07-10,224,0,933.566725014587,62,0
"1079","Kentucky-Oldham",2020-07-10,163,7,244.015628976482,39,0
"1080","Kentucky-Owen",2020-07-10,10,0,91.734703238235,0,0
"1081","Kentucky-Owsley",2020-07-10,3,0,67.9501698754247,0,0
"1082","Kentucky-Pendleton",2020-07-10,22,0,150.788211103496,0,0
"1083","Kentucky-Perry",2020-07-10,81,2,314.465408805031,0,0
"1084","Kentucky-Pike",2020-07-10,118,3,203.884166148317,5,0
"1085","Kentucky-Powell",2020-07-10,9,0,72.8214256816895,0,0
"1086","Kentucky-Pulaski",2020-07-10,131,2,201.603595007618,8,0
"1087","Kentucky-Robertson",2020-07-10,1,0,47.438330170778,0,0
"1088","Kentucky-Rockcastle",2020-07-10,32,0,191.674153938305,0,0
"1089","Kentucky-Rowan",2020-07-10,24,0,98.119378577269,0,0
"1090","Kentucky-Russell",2020-07-10,70,5,390.559616135692,0,0
"1091","Kentucky-Scott",2020-07-10,117,0,205.24875447337,5,0
"1092","Kentucky-Shelby",2020-07-10,559,18,1140.25783289817,46,16
"1093","Kentucky-Simpson",2020-07-10,87,3,468.447124703855,0,0
"1094","Kentucky-Spencer",2020-07-10,43,0,222.210738463129,0,0
"1095","Kentucky-Taylor",2020-07-10,59,1,228.957274244247,0,0
"1096","Kentucky-Todd",2020-07-10,26,0,211.485277371075,0,0
"1097","Kentucky-Trigg",2020-07-10,26,0,177.462289263531,0,0
"1098","Kentucky-Trimble",2020-07-10,13,0,153.464762129619,0,0
"1099","Kentucky-Union",2020-07-10,30,0,208.608580766289,0,0
"1100","Kentucky-Warren",2020-07-10,1714,17,1289.73031543463,82,26
"1101","Kentucky-Washington",2020-07-10,30,0,248.036378668871,0,0
"1102","Kentucky-Wayne",2020-07-10,27,0,132.789062115772,0,0
"1103","Kentucky-Webster",2020-07-10,52,0,401.792613197342,0,0
"1104","Kentucky-Whitley",2020-07-10,49,0,135.120229428634,0,0
"1105","Kentucky-Wolfe",2020-07-10,4,0,55.889339108565,0,0
"1106","Kentucky-Woodford",2020-07-10,80,0,299.244407870128,0,0
"1107","Louisiana-Acadia",2020-07-10,1232,44,1985.6555725683,89,72
"1108","Louisiana-Allen",2020-07-10,432,12,1685.72208998322,55,60
"1109","Louisiana-Ascension",2020-07-10,1532,63,1210.07235158447,105,97
"1110","Louisiana-Assumption",2020-07-10,410,16,1872.91581015029,92,64
"1111","Louisiana-Avoyelles",2020-07-10,460,16,1145.87485053806,50,24
"1112","Louisiana-Beauregard",2020-07-10,319,9,850.734725444702,35,0
"1113","Louisiana-Bienville",2020-07-10,258,28,1948.49331621479,51,79
"1114","Louisiana-Bossier",2020-07-10,1219,37,959.547855382993,98,89
"1115","Louisiana-Caddo",2020-07-10,4213,247,1753.92582971141,107,100
"1116","Louisiana-Calcasieu",2020-07-10,2975,63,1462.37637389646,100,90
"1117","Louisiana-Caldwell",2020-07-10,121,1,1220.00403307118,17,0
"1118","Louisiana-Cameron",2020-07-10,97,0,1391.07987953535,0,0
"1119","Louisiana-Catahoula",2020-07-10,211,3,2222.45628818201,59,0
"1120","Louisiana-Claiborne",2020-07-10,144,10,918.953414167199,22,59
"1121","Louisiana-Concordia",2020-07-10,140,7,726.932862557765,28,0
"1122","Louisiana-De Soto",2020-07-10,422,20,1536.6128973528,93,81
"1123","Louisiana-East Baton Rouge",2020-07-10,6747,277,1533.20350225765,107,101
"1124","Louisiana-East Carroll",2020-07-10,453,1,6602.53607345868,47,0
"1125","Louisiana-East Feliciana",2020-07-10,351,33,1834.33498824144,81,80
"1126","Louisiana-Evangeline",2020-07-10,306,1,916.304836053301,29,0
"1127","Louisiana-Franklin",2020-07-10,538,14,2687.98401199101,79,50
"1128","Louisiana-Grant",2020-07-10,122,2,544.910447094555,4,0
"1129","Louisiana-Iberia",2020-07-10,1181,49,1691.25017900616,93,81
"1130","Louisiana-Iberville",2020-07-10,816,43,2509.91971947956,98,92
"1131","Louisiana-Jackson",2020-07-10,230,16,1460.87398373984,45,54
"1132","Louisiana-Jefferson",2020-07-10,10812,490,2499.9248542751,113,107
"1133","Louisiana-Jefferson Davis",2020-07-10,574,11,1829.89033409844,31,3
"1134","Louisiana-LaSalle",2020-07-10,116,0,778.94171367177,8,0
"1135","Louisiana-Lafayette",2020-07-10,3493,51,1429.27288350587,102,94
"1136","Louisiana-Lafourche",2020-07-10,1479,90,1515.15151515152,101,94
"1137","Louisiana-Lincoln",2020-07-10,401,19,857.90081725215,65,67
"1138","Louisiana-Livingston",2020-07-10,1424,40,1011.44265532108,93,80
"1139","Louisiana-Madison",2020-07-10,411,4,3753.08191032782,40,0
"1140","Louisiana-Morehouse",2020-07-10,273,10,1097.53155905765,51,8
"1141","Louisiana-Natchitoches",2020-07-10,376,14,985.376592064574,62,58
"1142","Louisiana-Orleans",2020-07-10,8476,541,2172.531167979,116,112
"1143","Louisiana-Ouachita",2020-07-10,2988,85,1949.38641301157,99,85
"1144","Louisiana-Plaquemines",2020-07-10,298,17,1284.64887700996,96,91
"1145","Louisiana-Pointe Coupee",2020-07-10,342,28,1573.86102162908,71,81
"1146","Louisiana-Rapides",2020-07-10,1909,79,1472.44847587313,97,74
"1147","Louisiana-Red River",2020-07-10,72,9,852.878464818763,0,0
"1148","Louisiana-Richland",2020-07-10,257,5,1277.20902494782,62,0
"1149","Louisiana-Sabine",2020-07-10,181,1,757.829509294926,4,0
"1150","Louisiana-St. Bernard",2020-07-10,689,23,1458.38625010583,100,93
"1151","Louisiana-St. Charles",2020-07-10,854,49,1608.28625235405,100,99
"1152","Louisiana-St. Helena",2020-07-10,117,1,1154.75720489538,9,0
"1153","Louisiana-St. James",2020-07-10,439,30,2080.9632157755,100,90
"1154","Louisiana-St. John the Baptist",2020-07-10,1063,87,2481.49963816327,102,102
"1155","Louisiana-St. Landry",2020-07-10,1023,59,1245.67726852077,92,91
"1156","Louisiana-St. Martin",2020-07-10,963,27,1802.3244932717,95,87
"1157","Louisiana-St. Mary",2020-07-10,704,39,1426.60290183999,92,84
"1158","Louisiana-St. Tammany",2020-07-10,3004,184,1153.52566441005,106,99
"1159","Louisiana-Tangipahoa",2020-07-10,1802,44,1337.21189094525,98,89
"1160","Louisiana-Tensas",2020-07-10,32,0,738.347946469774,0,0
"1161","Louisiana-Terrebonne",2020-07-10,1535,65,1389.63072939771,99,95
"1162","Louisiana-Union",2020-07-10,471,27,2130.45051565044,77,61
"1163","Louisiana-Unknown",2020-07-10,110,108,2.36620508458753,80,80
"1164","Louisiana-Vermilion",2020-07-10,493,6,828.418275612912,22,0
"1165","Louisiana-Vernon",2020-07-10,247,9,520.778426700964,15,0
"1166","Louisiana-Washington",2020-07-10,812,49,1757.80404381521,95,87
"1167","Louisiana-Webster",2020-07-10,513,12,1338.02816901408,61,17
